year,level,conference,author,title,isBest
2012,"A","AAAI","Zechao Li","Unsupervised Feature Selection Using Nonnegative Spectral Analysis.",false
2012,"A","AAAI","Zhanying He","Document Summarization Based on Data Reconstruction.",true
2012,"A","ACM MM","Heng Liu","Finding perfect rendezvous on the go: accurate mobile visual localization and its applications to routing",true
2012,"A","ACM MM","Shih-Yao Lin","Action recognition for human-marionette interaction",true
2012,"A","ACM MM","Si Liu","Hi, magic closet, tell me what to wear!",false
2012,"A","ACM MM","Si Liu","Street-to-shop: cross-scenario clothing retrieval via parts alignment and auxiliary set",false
2012,"A","ACM MM","Xiaodong Yang","Recognizing actions using depth motion maps-based histograms of oriented gradients",false
2012,"A","CHI","Alexander De Luca","Touch me once and i know it's you!: implicit authentication based on touch screen patterns",false
2012,"A","CHI","Barry Brown","The normal natural troubles of driving with GPS",true
2012,"A","CHI","Chi Vi","Detecting error-related negativity for interaction design",true
2012,"A","CHI","Emilien Ghomi","Using rhythmic patterns as an input method",true
2012,"A","CHI","Erin Friess","Personas and decision making in the design process: an ethnographic case study",true
2012,"A","CHI","Hronn Brynjarsdottir","Sustainably unpersuaded: how persuasion narrows our vision of sustainability",false
2012,"A","CHI","Joey Scarr","Improving command selection with CommandMaps",true
2012,"A","CHI","Jörg Müller","Looking glass: a field study on noticing interactivity of a shop window",true
2012,"A","CHI","Kurtis Heimerl","CommunitySourcing: engaging local crowds to perform expert work via physical kiosks",true
2012,"A","CHI","Munehiko Sato","Touché: enhancing touch interaction on humans, screens, liquids, and everyday objects",true
2012,"A","CHI","Niels Henze","Observational and experimental investigation of typing behaviour using virtual keyboards for mobile devices",true
2012,"A","CHI","S Benford","Uncomfortable Interactions",true
2012,"A","CHI","Simon Fothergill","Instructing people for training gestural interactive systems",false
2012,"A","CHI","Stephen Lindsay","Empathy, participatory design and people with dementia",true
2012,"A","CHI","Victor Kaptelinin","Affordances in HCI: toward a mediated action perspective",true
2012,"A","CHI","Ylva Fernaeus","Revisiting the jacquard loom: threads of history and current patterns in HCI",true
2012,"A","CHI","Yuichiro Takeuchi","ClayVision: the (elastic) image of the city",true
2012,"A","CHI",,"Uncomfortable interactions",true
2012,"A","CVPR","Ciresan, D.","Multi-column Deep Neural Networks for Image Classification",false
2012,"A","CVPR","Yuchao Dai","A Simple Prior-Free Method for Non-rigid Structure-from-Motion Factorization",true
2012,"A","CVPR","andreas geiger","Are we ready for autonomous driving? The KITTI vision benchmark suite",false
2012,"A","CVPR","xiangxin zhu","Face detection, pose estimation, and landmark localization in the wild",false
2012,"A","FOCS","Buchbinder, N.","A Tight Linear Time (1/2)-Approximation for Unconstrained Submodular Maximization",false
2012,"A","FOCS","Daniel Fryer","Recon: verifying file system consistency at runtime",true
2012,"A","FOCS","Hyojun Kim","Revisiting storage for smartphones",true
2012,"A","FOCS","Sanjeev Arora","Learning Topic Models -- Going beyond SVD",false
2012,"A","FOCS","Tsuyoshi Ito","A Multi-prover Interactive Proof for NEXP Sound against Entangled Provers",true
2012,"A","FSE/ESEC","Bradley E. Cossette","Seeking the ground truth: a retroactive study on the evolution and migration of software libraries",true
2012,"A","FSE/ESEC","Christian Bird","Assessing the value of branches with what-if analysis",true
2012,"A","FSE/ESEC","Emina Torlak","Scalable test data generation from multidimensional models",true
2012,"A","FSE/ESEC","Emmanuel J. Candès","Exact Matrix Completion via Convex Optimization",false
2012,"A","FSE/ESEC","Pedro Domingos","A few useful things to know about machine learning",false
2012,"A","FSE/ESEC","Van Jacobson","Networking named content",false
2012,"A","FSE/ESEC","christopher bird","Appendix to Assessing the Value of Branches with What-if Analysis",true
2012,"A","HPCA","Arun Raghavan","Computational sprinting",true
2012,"A","HPCA","Jacob T. Adriaens","The case for GPGPU spatial multitasking",false
2012,"A","HPCA","Lei Jiang","Improving write operations in MLC phase change memory",false
2012,"A","HPCA","Steven Battle","Flexible register management using reference counting",true
2012,"A","ICML","Frank Seide","Conversational Speech Transcription Using Context-Dependent Deep Neural Networks.",false
2012,"A","ICML","Quoc V. Le","Building high-level features using large scale unsupervised learning",false
2012,"A","ICML","Sungjin Ahn","Bayesian Posterior Sampling via Stochastic Gradient Fisher Scoring.",true
2012,"A","ICML","Yoshua Bengio","Deep Learning of Representations for Unsupervised and Transfer Learning.",false
2012,"A","ICSE","Abram Hindle","On the naturalness of software",false
2012,"A","ICSE","Claire Le Goues","A systematic study of automated program repair: fixing 55 out of 105 bugs for $8 each",false
2012,"A","ICSE","Jian Zhou","Where should the bugs be fixed? - more accurate information retrieval-based bug localization based on bug reports",false
2012,"A","ICSE","Mehdi Mirakhorli","A tactic-centric approach for automating traceability of quality concerns",true
2012,"A","ICSE","Michalis Famelis","Partial models: towards modeling and reasoning with uncertainty",true
2012,"A","ICSE","ThanhVu Nguyen","Using dynamic analysis to discover polynomial and array invariants",true
2012,"A","ICSE","Tobias Roehm","How do professional developers comprehend software?",true
2012,"A","ICSE","Will Dietz","Understanding integer overflow in C/C++",true
2012,"A","INFOCOM","Chenshu Wu","WILL: Wireless indoor localization without site survey",false
2012,"A","INFOCOM","Sokol Kosta","ThinkAir: Dynamic resource allocation and parallel execution in the cloud for mobile code offloading.",false
2012,"A","INFOCOM","Vijay Kumar Adhikari","Unreeling netflix: Understanding and improving multi-CDN movie delivery.",false
2012,"A","KDD","Alan Ritter","Open domain event extraction from twitter",false
2012,"A","KDD","Jing Yuan","Discovering regions of different functions in a city using human mobility and POIs",false
2012,"A","KDD","Thanawin Rakthanmanon","Searching and mining trillions of time series subsequences under dynamic time warping",true
2012,"A","LICS","Andre Platzer","Logics of Dynamical Systems",false
2012,"A","LICS","Andre Platzer","The Complete Proof Theory of Hybrid Systems",false
2012,"A","LICS","Christoph Berkholz","Lower Bounds for Existential Pebble Games and k-Consistency Tests",true
2012,"A","LICS","Parosh Aziz Abdulla","Dense-Timed Pushdown Automata",false
2012,"A","MOBICOM","Anshul Rai","Zee: zero-effort crowdsourcing for indoor localization",false
2012,"A","MOBICOM","Dejun Yang","Crowdsourcing to smartphones: incentive mechanism design for mobile phone sensing",false
2012,"A","MOBICOM","Tam Vu","Distinguishing users with capacitive touch communication",true
2012,"A","MOBICOM","Zheng Yang","Locating in fingerprint space: wireless indoor localization with little human intervention",false
2012,"A","OSDI","Aapo Kyrola","GraphChi: large-scale graph computation on just a PC",false
2012,"A","OSDI","James C. Corbett","Spanner: Google's globally-distributed database",true
2012,"A","OSDI","Joseph E. Gonzalez","PowerGraph: distributed graph-parallel computation on natural graphs",false
2012,"A","OSDI","Mona Attariyan","X-ray: automating root-cause diagnosis of performance anomalies in production software",true
2012,"A","PLDI","Guoliang Jin","Understanding and detecting real-world performance bugs",false
2012,"A","PLDI","Sergey Grebenshchikov","Synthesizing software verifiers from proof rules",false
2012,"A","PLDI","Volodymyr Kuznetsov","Efficient state merging in symbolic execution",false
2012,"A","RTSS","Baruah, S.","A Generalized Parallel Task Model for Recurrent Real-time Processes",false
2012,"A","RTSS","Hoon Sung Chwa","Extending Task-level to Job-level Fixed Priority Assignment and Schedulability Analysis Using Pseudo-deadlines",true
2012,"A","RTSS","Robert I. Davis","Optimal Fixed Priority Scheduling with Deferred Pre-emption",false
2012,"A","RTSS","Xin Chen","Taylor Model Flowpipe Construction for Non-linear Hybrid Systems",false
2012,"A","S&P","Benedikt Driessen","Don't Trust Satellite Phones: A Security Analysis of Two Satphone Standards",true
2012,"A","S&P","Joseph Bonneau","The Quest to Replace Passwords: A Framework for Comparative Evaluation of Web Authentication Schemes",false
2012,"A","S&P","Joseph Bonneau","The Science of Guessing: Analyzing an Anonymized Corpus of 70 Million Passwords",false
2012,"A","S&P","Yajin Zhou","Dissecting Android Malware: Characterization and Evolution",false
2012,"A","SIGCOMM","Ali Ghodsi","Multi-resource fair queueing for packet processing",true
2012,"A","SIGCOMM","Chi-Yao Hong","Finishing flows quickly with preemptive scheduling",false
2012,"A","SIGCOMM","Justine Sherry","Making middleboxes someone else's problem: network processing as a cloud service",false
2012,"A","SIGCOMM","Mark Reitblatt","Abstractions for network update",false
2012,"A","SIGIR","Chenliang Li","TwiNER: named entity recognition in targeted twitter stream",false
2012,"A","SIGIR","Kailong Chen","Collaborative personalized tweet recommendation",false
2012,"A","SIGIR","Mark D. Smucker","Time-based calibration of effectiveness measures",true
2012,"A","SIGIR","Paul N. Bennett","Modeling the impact of short- and long-term behavior on search personalization",false
2012,"A","SIGMOD","Alexander Thomson","Calvin: fast distributed transactions for partitioned database systems",false
2012,"A","SIGMOD","Barzan Mozafari","High-performance complex event processing over XML streams",true
2012,"A","SIGMOD","Wentao Wu","Probase: a probabilistic taxonomy for text understanding",false
2012,"A","SIGMOD","YongChul Kwon","SkewTune: mitigating skew in mapreduce applications",false
2012,"A","STOC","Adriana López-Alt","On-the-fly multiparty computation on the cloud via multikey fully homomorphic encryption",false
2012,"A","STOC","Kasper Green Larsen","The cell probe complexity of dynamic range counting",true
2012,"A","STOC","Samuel Fiorini","Linear vs. semidefinite extended formulations: exponential separation and strong lower bounds",true
2012,"A","STOC","Sanjeev Arora","Computing a nonnegative matrix factorization -- provably",false
2012,"A","STOC","Virginia Vassilevska Williams","Multiplying matrices faster than coppersmith-winograd",false
2012,"A","USENIX ATC","Chanmin Yoon","AppScope: application energy metering framework for android smartphones using kernel activity monitoring",false
2012,"A","USENIX ATC","Cheng Huang","Erasure coding in windows azure storage",true
2012,"A","USENIX ATC","Luigi Rizzo","Netmap: a novel framework for fast packet I/O",true
2012,"A","USENIX Security","Ariel J. Feldman","Social networking with frientegrity: privacy and integrity with an untrusted provider",true
2012,"A","USENIX Security","Lok Kwong Yan","DroidScope: seamlessly reconstructing the OS and Dalvik semantic views for dynamic Android malware analysis",false
2012,"A","USENIX Security","Manos Antonakakis","From throw-away traffic to bots: detecting the rise of DGA-based malware",false
2012,"A","USENIX Security","Nadia Heninger","Mining your Ps and Qs: detection of widespread weak keys in network devices",true
2012,"A","USENIX Security","Rubin Xu","Aurasium: practical policy enforcement for Android applications",false
2012,"A","VLDB","Albert Angel","Dense subgraph maintenance under streaming edge weight updates for real-time story identification",true
2012,"A","VLDB","Alexandros Labrinidis","Challenges and opportunities with big data",false
2012,"A","VLDB","Yanpei Chen","Interactive analytical processing in big data systems: a cross-industry study of MapReduce workloads",false
2012,"A","VLDB","Yucheng Low","Distributed GraphLab: a framework for machine learning and data mining in the cloud",false
2012,"A","WWW","Arjun Mukherjee","Spotting fake reviewer groups in consumer reviews",false
2012,"A","WWW","Eytan Bakshy","The role of social networks in information diffusion",false
2012,"A","WWW","Liangjie Hong","Discovering geographical topics in the twitter stream",false
2012,"A","WWW","Marcelo Arenas","Counting beyond a Yottabyte, or how SPARQL 1.1 property paths will prevent adoption of the standard",true
2012,"B","ACSAC","Adam J. Aviv","Practicality of accelerometer side channels on smartphones",false
2012,"B","ACSAC","Emil Stefanov","Iris: a scalable cloud file system with efficient integrity checks",false
2012,"B","ACSAC","Fabian Yamaguchi","Generalized vulnerability extrapolation using abstract syntax trees",true
2012,"B","ACSAC","Leyla Bilge","Disclosure: detecting botnet command and control servers through large-scale NetFlow analysis",false
2012,"B","ACSAC","Richard Wartell","Securing untrusted code via compiler-agnostic binary rewriting",true
2012,"B","CIKM","Chenliang Li","Twevent: segment-based event detection from tweets",false
2012,"B","CIKM","Hanghang Tong","Gelling, and melting, large graphs by edge manipulation",true
2012,"B","CIKM","Meng Jiang","Social contextual recommendation",false
2012,"B","CIKM","Mengchi Liu","Mining high utility itemsets without candidate generation",false
2012,"B","CoNEXT","Guibin Tian","Towards agile and smooth video adaptation in dynamic HTTP streaming",false
2012,"B","CoNEXT","Junchen Jiang","Improving Fairness, Efficiency, and Stability in HTTP-Based Adaptive Video Streaming With Festive",false
2012,"B","CoNEXT","Nikhil Handigol","Reproducible network experiments using container-based emulation",false
2012,"B","CoNEXT","Ramin Khalili","MPTCP is not pareto-optimal: performance issues and a possible solution",true
2012,"B","DAC","Andrew B. Kahng","Accuracy-configurable adder for approximate arithmetic designs",false
2012,"B","DAC","Jonathan Bachrach","Chisel: constructing hardware in a Scala embedded language",false
2012,"B","DAC","Michael B. Taylor","Is dark silicon useful?: harnessing the four horsemen of the coming dark silicon apocalypse",false
2012,"B","DAC","Qiang Ma","Triple patterning aware routing and its comparison with double patterning aware routing in 14nm technology",true
2012,"B","DATE","Hung-Yi Liu","Compositional system-level design exploration with planning of high-level synthesis",true
2012,"B","DATE","Ke Chen","CACTI-3DD: architecture-level modeling for 3D die-stacked DRAM main memory",false
2012,"B","DATE","Luca Benini","P2012: building an ecosystem for a scalable, modular and high-efficiency embedded computing accelerator",false
2012,"B","DATE","Yu Cai","Error patterns in MLC NAND flash memory: measurement, characterization, and analysis",false
2012,"B","FPGA","Hadi Parandeh-Afshar","Rethinking FPGAs: elude the flexibility excess of LUTs with and-inverter cones",true
2012,"B","FPGA","Jeremy Fowers","A performance and energy comparison of FPGAs, GPUs, and multicores for sliding-window applications",false
2012,"B","FPGA","Jonathan Rose","The VTR project: architecture and CAD for FPGAs from verilog to routing",false
2012,"B","FPGA","Sameh Asaad","A cycle-accurate, cycle-reproducible multi-FPGA system for accelerating multi-core processor simulation",false
2012,"B","ICME","De-An Huang","Context-Aware Single Image Rain Removal",false
2012,"B","ICME","Hadi Hadizadeh","Saliency-Cognizant Error Concealment in Loss-Corrupted Streaming Video",true
2012,"B","ICME","Jingning Han","A Unified Estimation-Theoretic Framework for Error-Resilient Scalable Video Coding",true
2012,"B","ICME","Roland Tusch","LOOK2 - A Video-based System for Real-time Notification of Relevant Traffic Events",true
2012,"B","ICME","Yanjie Li","Joint Example-Based Depth Map Super-Resolution",false
2012,"B","ICME","Yuji Matsuda","Recognition of Multiple-Food Images by Detecting Candidate Regions",false
2012,"B","ICRA","Alexander S. Boxerbaum","Worms, waves and robots.",true
2012,"B","ICRA","Andreas Stolt","Force controlled robotic assembly without a force sensor.",true
2012,"B","ICRA","Andrew H. C. Gosline","Metal MEMS tools for beating-heart tissue removal.",true
2012,"B","ICRA","Endres, F.","An evaluation of the RGB-D SLAM system",false
2012,"B","ICRA","Hideyuki Tsukagoshi","Fast accessible rescue device by using a flexible sliding actuator.",true
2012,"B","ICRA","Jaeyong Sung","Unstructured human activity detection from RGBD images.",false
2012,"B","ICRA","Masaya Hagiwara","High speed microrobot actuation in a microfluidic chip by levitated structure with riblet surface.",true
2012,"B","ICRA","Michael Milford","SeqSLAM: Visual route-based navigation for sunny summer days and stormy winter nights",false
2012,"B","ICRA","Moritz Tenorth","The RoboEarth language: Representing and exchanging knowledge about actions, objects, and environments.",true
2012,"B","ICRA","Ying Mao","Transition from mechanical arm to human arm with CAREX: A cable driven ARm EXoskeleton (CAREX) for neural rehabilitation",true
2012,"B","IPSN","Bryan Kate","Simbeeotic: a simulator and testbed for micro-aerial vehicle swarm experiments",true
2012,"B","IPSN","Dong Wang","On truth discovery in social sensing: a maximum likelihood estimation approach",false
2012,"B","IPSN","Marco Zimmerling","pTunes: runtime parameter adaptation for low-power MAC protocols",true
2012,"B","IPSN","Miroslav Pajic","Closing the loop: a simple distributed method for control over wireless networks",true
2012,"B","IPSN","Olaf Landsiedel","Low power, low delay: opportunistic routing meets duty cycling",false
2012,"B","IPSN","Ted Tsung-Te Lai","TriopusNet: automating wireless sensor network deployment and replacement in pipeline monitoring",true
2012,"B","IPSN","Xiaopei Wu","In-situ soil moisture sensing: Measurement scheduling and estimation using compressive sensing",true
2012,"B","LISA","Barry Peddycord, III","On the accurate identification of network service dependencies in distributed systems",false
2012,"B","LISA","Chuan Yue","Preventing the revealing of online passwords to inappropriate websites with logininspector",true
2012,"B","LISA","Elmer Garduno","Theia: visual signatures for problem diagnosis in large hadoop clusters",true
2012,"B","LISA","John A. Hewson","A declarative approach to automated configuration",false
2012,"B","MobiHoc","Anna-Kaisa Pietilänen","Dissemination in opportunistic social networks: the role of temporal communities",false
2012,"B","MobiHoc","Cong Shi","Serendipity: enabling remote computing among intermittently connected mobile devices",true
2012,"B","MobiHoc","Gabriel Y. Keung","The intrusion detection in mobile sensor network",false
2012,"B","MobiSys","He Wang","No need to war-drive: unsupervised indoor localization",false
2012,"B","MobiSys","Junxian Huang","A close examination of performance and power characteristics of 4G LTE networks",false
2012,"B","MobiSys","Michael Grace","RiskRanker: scalable and accurate zero-day android malware detection",false
2012,"B","NSDI","Costin Raiciu","How hard can it be? designing and implementing a deployable multipath TCP",false
2012,"B","NSDI","Matei Zaharia","Resilient distributed datasets: a fault-tolerant abstraction for in-memory cluster computing",true
2012,"B","NSDI","Peyman Kazemian","Header space analysis: static checking for networks",false
2012,"B","PACT","Amy Wang","Evaluation of Blue Gene/Q hardware support for transactional memories",true
2012,"B","PACT","Ashay Rane","Enhancing performance optimization of multicore chips and multichip nodes with data structure metrics",true
2012,"B","PACT","Gennady Pekhimenko","Base-delta-immediate compression: practical data compression for on-chip caches",false
2012,"B","PACT","Rafael Ubal","Multi2Sim: a simulation framework for CPU-GPU computing",false
2012,"B","PACT","Victor Jiménez","Making data prefetch smarter: adaptive prefetching on POWER7",true
2012,"B","PODS","Daniel Kifer","A rigorous and customizable framework for privacy",false
2012,"B","PODS","Hung Q. Ngo","Worst-case optimal join algorithms: [extended abstract]",true
2012,"B","PODS","Kook Jin Ahn","Graph sketches: sparsification, spanners, and subgraphs",false
2012,"B","PODS","Paraschos Koutris","Query-based data pricing",false
2012,"B","RTAS","Jaewoo Lee","Realizing Compositional Scheduling through Virtualization",false
2012,"B","RTAS","Jonathan L. Herman","RTOS Support for Multicore Mixed-Criticality Systems",false
2012,"B","RTAS","Miroslav Pajic","From Verification to Implementation: A Model Translation Tool and a Pacemaker Case Study",true
2012,"B","RTAS","Sudipta Chattopadhyay","A Unified WCET analysis framework for multicore platforms",false
2012,"B","SDM","Arthur Zimek","A survey on unsupervised outlier detection in high-dimensional numerical data",false
2012,"B","SDM","Charu C. Aggarwal","Event Detection in Social Streams.",false
2012,"B","SDM","Dongryeol Lee","A distributed kernel summation framework for general-dimension machine learning.",true
2012,"B","SDM","Soumyadeep Chatterjee","Sparse Group Lasso: Consistency and Climate Applications.",true
2012,"B","SDM","Xinran He","Influence Blocking Maximization in Social Networks under the Competitive Linear Threshold Model.",false
2012,"B","SIGMETRICS","Berk Atikoglu","Workload analysis of a large-scale key-value store",false
2012,"B","SIGMETRICS","Muhammad Zubair Shafiq","A first look at cellular machine-to-machine traffic: large scale measurement and characterization",false
2012,"B","SIGMETRICS","Nosayba El-Sayed","Temperature management in data centers: why some (might) like it hot",true
2012,"B","SIGMETRICS","Zhenhua Liu","Renewable and cooling aware workload management for sustainable data centers",false
2012,"B","SODA","Eyal Kushilevitz","On the (in)security of hash-based oblivious RAM and a new balancing scheme",false
2012,"B","SODA","Haitham Hassanieh","Simple and practical algorithm for sparse Fourier transform",false
2012,"B","SODA","Martin Čadek","Computing All Maps into a Sphere",true
2012,"B","SODA","Michael T. Goodrich","Privacy-preserving group data access via stateless oblivious RAM simulation",false
2012,"B","SPAA","Grey Ballard","Communication-optimal parallel algorithm for strassen's matrix multiplication",false
2012,"B","SPAA","I-Ting Angelina Lee","Memory-mapping support for reducer hyperobjects",true
2012,"B","SPAA","Julian Shun","Brief announcement: the problem based benchmark suite",false
2012,"B","SPAA","Navendu Jain","Near-Optimal Scheduling Mechanisms for Deadline-Sensitive Jobs in Large Computing Clusters",false
2012,"B","SenSys","A. B. M. Musa","Tracking unmodified smartphones using wi-fi monitors",false
2012,"B","SenSys","Federico Ferrari","Low-power wireless bus",false
2012,"B","SenSys","Jie Liu","Energy efficient GPS sensing with cloud offloading",true
2012,"B","SenSys","Pengfei Zhou","IODetector: a generic service for indoor outdoor detection",false
2012,"B","UIST","David Kim","Digits: freehand 3D interactions anywhere using a wrist-worn gloveless sensor",false
2012,"B","UIST","Jeffrey Rzeszotarski","CrowdScape: interactively visualizing user behavior and output",true
2012,"B","UIST","Karl Willis","Printed optics: 3D printing of embedded optical elements for interactive devices",false
2012,"B","UIST","Neel Joshi","Cliplets: juxtaposing still and dynamic imagery",true
2012,"B","UIST","Sean Follmer","Jamming user interfaces: programmable particle stiffness and sensing for malleable and shape-changing devices",true
2012,"B","UIST","Wei Li","GamiCAD: a gamified tutorial system for first time autocad users",false
2011,"A","AAAI","Antoine Bordes","Learning Structured Embeddings of Knowledge Bases.",false
2011,"A","AAAI","Daniel Golovin","Dynamic Resource Allocation in Conservation Planning.",true
2011,"A","AAAI","David L. Chen","Learning to Interpret Natural Language Navigation Instructions from Observations.",false
2011,"A","AAAI","Jessica Davies","Complexity of and Algorithms for Borda Manipulation",true
2011,"A","AAAI","Stefanie Tellex","Understanding Natural Language Commands for Robotic Navigation and Mobile Manipulation.",false
2011,"A","ACM MM","Felix X. Yu","Active query sensing for mobile location search",true
2011,"A","ACM MM","Jingkuan Song","Multiple feature hashing for real-time large scale near-duplicate video retrieval",false
2011,"A","ACM MM","Ravi Garg","""Seeing"" ENF: natural time stamp for digital video via optical sensing and signal processing",true
2011,"A","ACM MM","Shih-Fu Chang","Content based multimedia retrieval: lessons learned from two decades of research",true
2011,"A","ACM MM","Wanmin Wu","Color-plus-depth level-of-detail in 3D tele-immersive video: a psychophysical approach",true
2011,"A","ACM MM","Zhou Ren","Robust hand gesture recognition based on finger-earth mover's distance with a commodity depth camera",false
2011,"A","ACM MM","Zhou Ren","Robust hand gesture recognition with kinect sensor",false
2011,"A","CHI","Abigail Durrant","Automics: souvenir generating photoware for theme parks",true
2011,"A","CHI","Alexander J. Quinn","Human computation: a survey and taxonomy of a growing field",false
2011,"A","CHI","Antti Oulasvirta","Ease of juggling: studying the effects of manual multitasking",true
2011,"A","CHI","Gabe Cohn","Your noise is my command: sensing gestures using the body as an antenna",true
2011,"A","CHI","Koji Yatani","Review spotlight: a user interface for summarizing user-generated reviews using adjective-noun word pairs",true
2011,"A","CHI","Kristen Shinohara","In the shadow of misperception: assistive technology use and social interactions",true
2011,"A","CHI","Marshini Chetty","Why is my internet slow?: making network speeds visible",true
2011,"A","CHI","Mathieu Nancel","Mid-air pan-and-zoom on wall-sized displays",true
2011,"A","CHI","Moira Burke","Social capital on facebook: differentiating uses and users",false
2011,"A","CHI","Ranjitha Kumar","Bricolage: example-based retargeting for web design",true
2011,"A","CHI","Ryen W. White","Effects of community size and contact rate in synchronous social q&a",true
2011,"A","CHI","Sebastian Deterding","Gamification. using game-design elements in non-gaming contexts",false
2011,"A","CHI","Shaun K. Kane","Usable gestures for blind people: understanding preference and performance",true
2011,"A","CHI","Thomas Erickson","Synchronous interaction among hundreds: an evaluation of a conference in an avatar-based virtual environment",true
2011,"A","CHI","Vincent Levesque","Enhancing physicality in touch interaction with programmable friction",true
2011,"A","CHI","William Odom","Teenagers and their virtual possessions: design opportunities and issues",true
2011,"A","CVPR"," Heng Wang","Action recognition by dense trajectories",false
2011,"A","CVPR"," Ming-Ming Cheng","Global Contrast Based Salient Region Detection.",false
2011,"A","CVPR"," Yunchao Gong","Iterative quantization: A procrustean approach to learning binary codes",false
2011,"A","FOCS","Craig Gentry","Fully Homomorphic Encryption without Squashing Using Depth-3 Arithmetic Circuits",false
2011,"A","FOCS","Dutch T. Meyer","A Study of Practical Deduplication",true
2011,"A","FOCS","Nitin Agrawal","Emulating Goliath storage systems with David",true
2011,"A","FOCS","Tobias Moemke","Approximating Graphic TSP by Matchings",true
2011,"A","FOCS","Zvika Brakerski","Efficient Fully Homomorphic Encryption from (Standard) LWE",false
2011,"A","FSE/ESEC","Albert G. Greenberg","VL2: a scalable and flexible data center network",false
2011,"A","FSE/ESEC","Anhai Doan","Crowdsourcing systems on the World-Wide Web",false
2011,"A","FSE/ESEC","Sameer Agarwal","Building Rome in a day",false
2011,"A","FSE/ESEC","Swarat Chaudhuri","Proving Programs Robust",true
2011,"A","FSE/ESEC","Yuriy Brun","Proactive detection of collaboration conflicts",true
2011,"A","FSE/ESEC","Zuoning Yin","How do fixes become bugs?",true
2011,"A","HPCA","Chao Li","SolarCore: Solar energy driven multi-core architecture power management",true
2011,"A","HPCA","Clinton Wills Smullen IV","Relaxing non-volatility for fast and energy-efficient STT-RAM caches",false
2011,"A","HPCA","Feng Chen","Essential roles of exploiting internal parallelism of flash memory based solid state drives in high-speed data processing",false
2011,"A","HPCA","Hung-Wei Tseng","Data-triggered threads: Eliminating redundant computation",true
2011,"A","HPCA","Yao Zhang","A quantitative performance analysis model for GPU architectures",false
2011,"A","ICDE","Alfons Kemper","HyPer: A hybrid OLTP&OLAP main memory database system based on virtual memory snapshots",false
2011,"A","ICDE","Arash Termehchy","How schema independent are schema free query interfaces?",true
2011,"A","ICDE","Pit Fender","A new, highly efficient, and easy to implement top-down join enumeration algorithm",true
2011,"A","ICDE","Yongqiang He","RCFile: A fast and space-efficient data placement structure in MapReduce-based warehouse systems",false
2011,"A","ICDE","Zaiben Chen","Discovering popular routes from trajectories",false
2011,"A","ICSE","Andrea Arcuri","A practical guide for using statistical tests to assess randomized algorithms in software engineering",false
2011,"A","ICSE","Antonio Filieri","Run-time efficient probabilistic model checking",true
2011,"A","ICSE","Cristian Cadar","Symbolic execution for software testing in practice: preliminary assessment",false
2011,"A","ICSE","John Hutchinson","Empirical assessment of MDE in industry",false
2011,"A","ICSE","Lucas Cordeiro","Verifying multi-threaded software using smt-based context-bounded model checking",true
2011,"A","ICSE","Matt Staats","Programs, tests, and oracles: the foundations of testing revisited",true
2011,"A","ICSE","Narayan Ramasubbu","Configuring global software teams: a multi-company analysis of project productivity, quality, and profits",true
2011,"A","IJCAI","Christopher D. Rosin","Nested rollout policy adaptation for Monte Carlo tree search",true
2011,"A","IJCAI","Dan C. Cireşan","Flexible, high performance convolutional neural networks for image classification",false
2011,"A","IJCAI","Jason Weston","WSABIE: scaling up to large vocabulary image annotation",false
2011,"A","IJCAI","Nadja Betzler","Unweighted coalitional manipulation under the Borda rule Is NP-hard",true
2011,"A","IJCAI","Roman Kontchakov","On the decidability of connectedness constraints in 2D and 3D Euclidean spaces",true
2011,"A","IJCAI","Yi Yang","L2,1-Norm Regularized Discriminative Feature Selection for Unsupervised",false
2011,"A","INFOCOM","Minghong Lin","Dynamic Right-Sizing for Power-Proportional Data Centers",true
2011,"A","INFOCOM","Ning Cao","Privacy-Preserving Multi-Keyword Ranked Search over Encrypted Cloud Data",false
2011,"A","INFOCOM","Utpal Paul","Understanding traffic dynamics in cellular data networks",false
2011,"A","KDD","Chong Wang","Collaborative topic modeling for recommending scientific articles",false
2011,"A","KDD","Dashun Wang","Human mobility, social ties, and link prediction",false
2011,"A","KDD","Eunjoon Cho","Friendship and mobility: user movement in location-based social networks",false
2011,"A","KDD","shachar kaufman","Leakage in data mining: formulation, detection, and avoidance",true
2011,"A","LICS","Diego Figueira","Ackermannian and Primitive-Recursive Bounds with Dickson's Lemma",false
2011,"A","LICS","Lars Birkedal","First Steps in Synthetic Guarded Domain Theory: Step-Indexing in the Topos of Trees",false
2011,"A","LICS","Mikolaj Bojanczyk","Automata with Group Actions",false
2011,"A","MOBICOM","Hui Zang","Anonymization of location data does not work: a large-scale measurement study",false
2011,"A","MOBICOM","Jie Yang","Detecting driver phone use leveraging car speakers",true
2011,"A","MOBICOM","Kiran K. Rachuri","SociableSense: exploring the trade-offs of adaptive sampling and computation offloading for social sensing",false
2011,"A","MOBICOM","Mayank Jain","Practical, real-time, full duplex wireless",false
2011,"A","MOBICOM","Xinyu Zhang","E-MiLi: energy-minimizing idle listening in wireless networks",true
2011,"A","PLDI","Adrian Sampson","EnerJ: approximate data types for safe and general low-power computation",false
2011,"A","PLDI","Keshav Pingali","The tao of parallelism in algorithms",false
2011,"A","PLDI","Peter Hawkins","Data representation synthesis",true
2011,"A","PLDI","Xuejun Yang","Finding and understanding bugs in C compilers",false
